32
13 5 4
17 13 5
3 13 4
12 13 15
12 3 2
12 3 13
6 17 5
22 6 17
20 10 9
20 19 10
21 19 15
21 20 19
21 8 9
21 20 9
11 19 10
11 2 1
11 10 1
11 12 2
16 22 17
16 13 15
16 17 13
16 21 15
16 21 22
18 8 7
18 6 7
18 22 6
18 21 8
18 21 22
14 19 15
14 11 19
14 12 15
14 11 12
